created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,VerifiedStatus,FollowersCount,sentiment_label,sentiment_score,hashtag
2023-12-07 23:59:01+00:00,1732912628551573630,Kecurangan Paslon Prabowo-Gibran  #Ibadah #Politik #Partai #PrabowoArogan #prabowosubianto #PrabowoGibranTakutDebat #PrabowoBukanPanutan #PrabowoGibran https://t.co/oFCNccOI5p,0,0,0,1,in,1638968107971538964,1732912628551573630,dianaaaa6_diana,https://twitter.com/dianaaaa6_diana/status/1732912628551573630,Not Verified,Follower Count Not Found,negatif,-1,"['#Ibadah', '#Politik', '#Partai', '#PrabowoArogan', '#prabowosubianto', '#PrabowoGibranTakutDebat', '#PrabowoBukanPanutan', '#PrabowoGibran']"
2023-12-07 23:59:00+00:00,1732912624155988148,"Banjir Bandang Humbahas, Bupati Dosmar Banjarnahor Tunjuk Hidung Pemprov Hingga Aparat Bekingi Illegal Logging #airlanggahartarto #kuningkeren #PrabowoGibran #partaigolkar #golkarpedia https://t.co/PWHkjIkk65",0,0,48,9,in,721898354502930433,1732912624155988148,golkarpedia,https://twitter.com/golkarpedia/status/1732912624155988148,Not Verified,"2,310",netral,0,"['#airlanggahartarto', '#kuningkeren', '#PrabowoGibran', '#partaigolkar', '#golkarpedia']"
2023-12-07 23:58:46+00:00,1732912567566409986,Viral caleg langgar aturan pemilu  #Ibadah #Politik #Partai #PrabowoArogan #prabowosubianto #PrabowoGibranTakutDebat #PrabowoBukanPanutan #PrabowoGibran https://t.co/KspOp149x7,0,0,0,1,in,1638968107971538964,1732912567566409986,dianaaaa6_diana,https://twitter.com/dianaaaa6_diana/status/1732912567566409986,Not Verified,Follower Count Not Found,negatif,-1,"['#Ibadah', '#Politik', '#Partai', '#PrabowoArogan', '#prabowosubianto', '#PrabowoGibranTakutDebat', '#PrabowoBukanPanutan', '#PrabowoGibran']"
2023-12-07 23:57:49+00:00,1732912327043723698,"@TeddGus @prabowo @gibran_tweet Halah kemaren di undang tv one aja gak dateng, dengan alasan bukan debat resmi.",0,0,0,0,in,883525212033105921,1732578942476062853,IyuxVillian,https://twitter.com/IyuxVillian/status/1732912327043723698,Not Verified,48,negatif,-1,[]
2023-12-07 23:57:48+00:00,1732912325286658095,@TeddGus @prabowo @gibran_tweet Pelaku tapi merasa jdi korban 🤭🤭🥱,0,0,0,0,in,744221910,1731889949841273070,MustAlQ,https://twitter.com/MustAlQ/status/1732912325286658095,Not Verified,Follower Count Not Found,netral,0,[]
2023-12-07 23:57:10+00:00,1732912165332660252,"Kok kondisi jadi seperti ini ya, bapack-bapack capres cawapres @aniesbaswedan @cakimiNOW @prabowo @gibran_tweet @ganjarpranowo @mohmahfudmd",0,0,0,0,in,106312179,1732912165332660252,imandnugroho,https://twitter.com/imandnugroho/status/1732912165332660252,Not Verified,"4,393",netral,0,[]
2023-12-07 23:57:04+00:00,1732912139143369057,"@dsvwaikdjns @genx36545403 @prabowo @gibran_tweet @jokowi @alextham878 @Alie_Fahnoor @AlmaghribiS @AndreasSolusi @are_inismyname @BANGSAygSUJUD @Bank_Joee_ @bengkeldodo @Chaves1305 @florieliciouss Ketegasan Pak Prabowo dalam memperjuangkan keadilan dan kesejahteraan masyarakat telah membangun fondasi kuat di hati rakyat, menjadi alasan mengapa mereka memandang beliau sebagai pemimpin yang dekat dengan kebutuhan mereka.",0,0,0,0,in,2388963246,1732410908637589794,Gojokaisen86,https://twitter.com/Gojokaisen86/status/1732912139143369057,Not Verified,42,netral,0,[]
2023-12-07 23:56:59+00:00,1732912117085524376,"@drReUtari08 @prabowo @gibran_tweet 🤭🤭🤭.... koloni nggk jelas nihh...!! yg di dukung pasangan #Dua tapi..., yang menang satu putaran justru AMIN...!! 🥱🥱🥱....",0,0,0,0,in,1344081358293934080,1732416935906902321,Wahyudi48632434,https://twitter.com/Wahyudi48632434/status/1732912117085524376,Not Verified,Follower Count Not Found,negatif,-1,['#Dua']
2023-12-07 23:56:49+00:00,1732912073984897356,@JordanMihaf @Royan_02 @yosephrosario_ @grace_nat @lizanatalia @xquitavee @MilasariAry @Cella_Zavhira @maishajuly @bunda_tari69 @amikamanopo Bismillah... Insya Allah P Prabowo Gibran satu putaran 🤲🤲,0,0,0,1,in,1121646795254145025,1732594494833577984,iskandardkahard,https://twitter.com/iskandardkahard/status/1732912073984897356,Not Verified,33,positif,1,[]
2023-12-07 23:56:10+00:00,1732911914370613555,@TeddGus @prabowo @gibran_tweet Awokwokwokwok🤣🤣🤣... Asam Sulfat memang selalu me-NGUAP krn sifat nya GAS...,0,0,0,0,in,1419136343351783426,1732578942476062853,Showerme41,https://twitter.com/Showerme41/status/1732911914370613555,Not Verified,56,positif,1,[]
2023-12-07 23:55:10+00:00,1732911661017944574,@zainalmusyaffak @LOVE_UM4M4 @prabowo @gibran_tweet Tiati lohh itu beneran isinya susu apa asam sulfat🤟🏻🤟🏻🤟🏻,0,0,0,0,in,830087634709942273,1732595190001709401,ellenhans65,https://twitter.com/ellenhans65/status/1732911661017944574,Not Verified,Follower Count Not Found,positif,1,[]
2023-12-07 23:53:59+00:00,1732911361099972916,Iya Karena sama Plonga-Plongonya  #PrabowoArogan #prabowosubianto #PrabowoGibranTakutDebat #PrabowoBukanPanutan #PrabowoGibran https://t.co/1yY6SOnZBZ,0,0,0,2,in,1615919266729193473,1732911361099972916,infovalidd,https://twitter.com/infovalidd/status/1732911361099972916,Not Verified,22,negatif,-1,"['#PrabowoArogan', '#prabowosubianto', '#PrabowoGibranTakutDebat', '#PrabowoBukanPanutan', '#PrabowoGibran']"
2023-12-07 23:53:21+00:00,1732911204103065783,"@TeddGus @prabowo @gibran_tweet Ngomong doang....trus di panggil tv one ngga datang,katanya pengalaman. Belimbing sayur rasanya kecut Mas Gibran rasanya pengecut. Biar kalian dandan dia secantik apapun tetap aja blo'on.",0,0,0,0,in,944551919514615809,1732578942476062853,Indramajid8,https://twitter.com/Indramajid8/status/1732911204103065783,Not Verified,"3,026",negatif,-1,[]
2023-12-07 23:53:12+00:00,1732911166572331494,@TeddGus @prabowo @gibran_tweet Waktu kecil minum susu asam sulfat kayak nie orang....,0,0,0,0,in,3271143582,1732578942476062853,Bjb09Bjb,https://twitter.com/Bjb09Bjb/status/1732911166572331494,Not Verified,Follower Count Not Found,netral,0,[]
2023-12-07 23:53:08+00:00,1732911149442912573,@TeddGus @prabowo @gibran_tweet Isone Ngengkel..,0,0,0,0,in,1018941266,1732578942476062853,Jok_Rynto,https://twitter.com/Jok_Rynto/status/1732911149442912573,Not Verified,87,netral,0,[]
2023-12-07 23:51:55+00:00,1732910841849413881,@LOVE_UM4M4 @prabowo @gibran_tweet Kampret mau blusukan gimana alih alih kakinya yang pincang malah tambah patah urung nyapres nanti. Udah gak usah blusukan tidur aja biar jokowi yang kampanye blusukan ngintili nguntit ganjar,0,0,0,0,in,830087634709942273,1732595190001709401,ellenhans65,https://twitter.com/ellenhans65/status/1732910841849413881,Not Verified,Follower Count Not Found,negatif,-1,[]
2023-12-07 23:49:51+00:00,1732910322967867825,"@tvOneNews Udah pada tau belum? Iron Man lokal versi Prabowo Gibran lagi on fire, mantap!",0,0,0,0,in,4716592982,1732596086160908759,gkretsa,https://twitter.com/gkretsa/status/1732910322967867825,Not Verified,Follower Count Not Found,positif,1,[]
2023-12-07 23:49:25+00:00,1732910215061029371,@gyubtrxh @h_muizat @jokowi @bahlillahadalia @prabowo @gibran_tweet @mohmahfudmd @ganjarpranowo @Gerindra @PDemokrat @adearmando61 @bachrum_achmadi @GunRomli Semua orang boleh beragumentasi dong,0,0,0,0,in,2319224957,1732674013028389195,BeckhamArmy,https://twitter.com/BeckhamArmy/status/1732910215061029371,Not Verified,111,netral,0,[]
2023-12-07 23:49:06+00:00,1732910135918682152,@MhdBambaNgPragO @BANGSAygSUJUD @BurhanMuhtadi @datuakrajoangek @hantayuda @TeddGus @sigitwid @kurawa @Uki23 @prabowo @gibran_tweet @jokowi @ganjarpranowo @mohmahfudmd bahaya asam sulfat diotak,0,0,0,0,in,1424376806958780427,1732564841775456262,HTgpura,https://twitter.com/HTgpura/status/1732910135918682152,Not Verified,114,netral,0,[]
