created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,VerifiedStatus,FollowersCount,sentiment_label,sentiment_score,hashtag
2023-12-06 23:59:50+00:00,1732550446114574511,@Dennysiregar7 @psi_id @prabowo @gibran_tweet Lagi musim sinetron dan drama sekarang. https://t.co/tbTkmswoFw,0,0,0,0,in,1702851146203959296,1732319569996599492,KDimitrian08,https://twitter.com/KDimitrian08/status/1732550446114574511,Not Verified,6,netral,0,[]
2023-12-06 23:59:00+00:00,1732550236286181393,Menperin Agus Gumiwang Ungkap RI-China Perkuat Kerjasama Baterai Litium Hingga Semikonduktor #airlanggahartarto #kuningkeren #PrabowoGibran #partaigolkar #golkarpedia https://t.co/54iupk7LEP,0,0,50,8,in,721898354502930433,1732550236286181393,golkarpedia,https://twitter.com/golkarpedia/status/1732550236286181393,Not Verified,"2,308",netral,0,"['#airlanggahartarto', '#kuningkeren', '#PrabowoGibran', '#partaigolkar', '#golkarpedia']"
2023-12-06 23:58:58+00:00,1732550230753866018,@liputan6dotcom Sebetulnya mereka kader kader cerdas dengan bergabung dengan prabowo-  gibran  mungkin mereka  mau mencari jatinya.,0,0,0,0,in,1702116260425932800,1732358868414636102,ghaur_mang42893,https://twitter.com/ghaur_mang42893/status/1732550230753866018,Not Verified,Follower Count Not Found,netral,0,[]
2023-12-06 23:58:21+00:00,1732550072838328466,"@Dennysiregar7 @psi_id @prabowo @gibran_tweet Dipecat jadi Orang apa , bang ?",0,0,0,0,in,1356953215619584000,1732319569996599492,Mamebuddy1,https://twitter.com/Mamebuddy1/status/1732550072838328466,Not Verified,77,negatif,-1,[]
2023-12-06 23:57:36+00:00,1732549886326067360,"GEMOY kader PAN bikin semangat! Solidaritas yang luar biasa, semoga konsolidasi ini membawa kejayaan bagi Prabowo_Gibran. #te12dePAN #bluesquad #PAN #partaiamanatnasional https://t.co/b3zhMvIHpf""",0,0,0,1,in,1714151390157889536,1732549886326067360,jidan1216119,https://twitter.com/jidan1216119/status/1732549886326067360,Not Verified,0,positif,1,"['#te12dePAN', '#bluesquad', '#PAN', '#partaiamanatnasional']"
2023-12-06 23:57:08+00:00,1732549769292370142,"Kader PAN memang selalu kompak! GEMOY yang megah ini menjadi bentuk dukungan nyata untuk Prabowo_Gibran. Sukses terus! #te12dePAN #bluesquad #PAN #partaiamanatnasional https://t.co/MH8Wi4Svjx""",0,0,0,1,in,1714152484988698624,1732549769292370142,zayn09853488259,https://twitter.com/zayn09853488259/status/1732549769292370142,Not Verified,Follower Count Not Found,positif,1,"['#te12dePAN', '#bluesquad', '#PAN', '#partaiamanatnasional']"
2023-12-06 23:56:56+00:00,1732549718981661015,@KenapeAje @Dennysiregar7 @psi_id @prabowo @gibran_tweet @yunartowijaya @adearmando61 Celeng udah makan blm . Minta sama PSI dong kan udah komen trs,0,1,0,0,in,3263924754,1732319569996599492,EkoEkobigcity,https://twitter.com/EkoEkobigcity/status/1732549718981661015,Not Verified,238,netral,0,[]
2023-12-06 23:56:47+00:00,1732549678938656869,"@yangmi3prnew Debat hrs saling sanggah , itu namanya debat , kl tdk itu hanya cakap cakap .alasan yg dibuat buat menutupi malu , Prabowo Gibran hrs kesatria kl tdk mampu , katakan sejujurnya.",1,0,0,1,in,1578879206204747777,1732523768936034635,ir_turnip,https://twitter.com/ir_turnip/status/1732549678938656869,Not Verified,Follower Count Not Found,negatif,-1,[]
2023-12-06 23:56:42+00:00,1732549657732280451,"Hidup kader PAN! GEMOYnya bikin merinding. Semoga konsolidasi ini menjadi langkah awal menuju perubahan yang lebih baik bersama Prabowo_Gibran! #te12dePAN #bluesquad #PAN #partaiamanatnasional https://t.co/8hSiFSXXsl""",0,0,0,1,in,1714156674280558592,1732549657732280451,teajus114255,https://twitter.com/teajus114255/status/1732549657732280451,Not Verified,Follower Count Not Found,positif,1,"['#te12dePAN', '#bluesquad', '#PAN', '#partaiamanatnasional']"
2023-12-06 23:55:37+00:00,1732549384414609676,"GEMOYnya kader PAN sungguh menggetarkan! Semangat luar biasa untuk Prabowo_Gibran, semoga konsolidasi ini membawa keberhasilan!"" #te12dePAN #bluesquad #PAN #partaiamanatnasional https://t.co/nGjnJqRawB""",0,0,0,0,in,1714162395416018944,1732549384414609676,gabut160016,https://twitter.com/gabut160016/status/1732549384414609676,Not Verified,0,positif,1,"['#te12dePAN', '#bluesquad', '#PAN', '#partaiamanatnasional']"
