created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,VerifiedStatus,FollowersCount,sentiment_label,sentiment_score,hashtag
2023-12-09 23:59:12+00:00,1733637452169142767,Sedikit demi sedikit kejanggalan mulai terjawab  #PrabowoArogan #prabowosubianto #PrabowoGibranTakutDebat #PrabowoBukanPanutan #PrabowoGibran https://t.co/xmLJsIdNoG,0,5,2,3,in,1615964192313606144,1733637452169142767,sejatidindaa,https://twitter.com/sejatidindaa/status/1733637452169142767,Not Verified,12,negatif,-1,"['#PrabowoArogan', '#prabowosubianto', '#PrabowoGibranTakutDebat', '#PrabowoBukanPanutan', '#PrabowoGibran']"
2023-12-09 23:58:52+00:00,1733637369532928216,Prabowo tidak layak jadi Presiden  #PrabowoArogan #prabowosubianto #PrabowoGibranTakutDebat #PrabowoBukanPanutan #PrabowoGibran https://t.co/Q25xFlMYU5,0,0,0,1,in,1615964192313606144,1733637369532928216,sejatidindaa,https://twitter.com/sejatidindaa/status/1733637369532928216,Not Verified,12,negatif,-1,"['#PrabowoArogan', '#prabowosubianto', '#PrabowoGibranTakutDebat', '#PrabowoBukanPanutan', '#PrabowoGibran']"
2023-12-09 23:52:04+00:00,1733635655207641327,@PartaiSocmed Tapi Prabowo Gibran mendukung kaum non biner itu bener kan??,0,0,0,0,in,58460531,1730846106316378408,bennikusyana,https://twitter.com/bennikusyana/status/1733635655207641327,Not Verified,Follower Count Not Found,negatif,-1,[]
2023-12-09 23:50:39+00:00,1733635299274883567,"@JELAS_SEKALI @ganjarpranowo @prabowo @gibran_tweet Mas ..kok sama seperti anak2 saya . Bapak emaknya getol promosikan Anies kemana2 malah anak2 saya ikut acara Ganjar Krn dpt 500 rb, ikut acara Prabowo dpt duit jg . Ktnya ikut mana aja yg kasih duit soal pilihan di bilik suara mrk g tahu pilihannya No 1 . Rugi bandar dah..😀😀😀",0,1,0,1,in,830031149510520833,1733289954284105772,Matinokhoirudi2,https://twitter.com/Matinokhoirudi2/status/1733635299274883567,Not Verified,307,negatif,-1,[]
2023-12-09 23:49:32+00:00,1733635017702875142,"@liputan6dotcom SURVEYOR PASTI AKAN MEMBUAT SENANG SIAPA YANG BAYAR. PRABOWO-GIBRAN JANGAN JUMAWA DULU, NANTI BISA KECEWA LOOOH!!! KALO PRABOWO-GIBRAN KALAH BISA KECEWA DAN BISA KENA PENYAKIT SA TRUK TRONTON YG KETIGA KALI KASIHAN LHO.",0,0,0,1,in,1354654742333427713,1733273804447809829,UmarSoleh17,https://twitter.com/UmarSoleh17/status/1733635017702875142,Not Verified,Follower Count Not Found,negatif,-1,[]
2023-12-09 23:44:05+00:00,1733633646375088621,@Uki23 Prabowo Gibran menang mutlak,0,0,0,0,in,2758605016,1733453012943917097,vbctftgokza235,https://twitter.com/vbctftgokza235/status/1733633646375088621,Not Verified,10,netral,0,[]
2023-12-09 23:42:53+00:00,1733633345777778931,"@mochamadarip @budimandjatmiko Ganjar dan Mahfud sudah jauh lebih berpengalaman dibanding Prabowo - Gibran...istri Gibran juga sering ikut kampanye tuh 😁😁😁😁..  Jago debat bukan jaminan jago kerja itu bener, tapi debat itu untuk mempertahankan ide yg dimiliki dan secara persuasif meyakinkan orang lain..",0,0,0,0,in,58460531,1732731044187816387,bennikusyana,https://twitter.com/bennikusyana/status/1733633345777778931,Not Verified,Follower Count Not Found,positif,1,[]
2023-12-09 23:41:44+00:00,1733633053925548524,Prabowo tidak layak jadi Capres karena ada dugaan Korupsi. #prabowopelanggarham #pelanggaranhamberat #capresabadi #gibranpolitikdinasti #gibrannepotisme #prabowo #gibran,0,0,0,1,in,614886817,1733633053925548524,DimasOmea,https://twitter.com/DimasOmea/status/1733633053925548524,Not Verified,11,negatif,-1,"['#prabowopelanggarham', '#pelanggaranhamberat', '#capresabadi', '#gibranpolitikdinasti', '#gibrannepotisme', '#prabowo', '#gibran']"
2023-12-09 23:40:45+00:00,1733632808223130026,Kalo MK aja bisa dimainin apalagi cuma lembaga survey?? #prabowogibran,0,0,0,0,in,69583493,1733632808223130026,komangramantya,https://twitter.com/komangramantya/status/1733632808223130026,Not Verified,"1,158",negatif,-1,['#prabowogibran']
2023-12-09 23:40:12+00:00,1733632670767390824,Prabowo tidak layak jadi Capres karena ada dugaan Korupsi. #prabowopelanggarham #pelanggaranhamberat #capresabadi #gibranpolitikdinasti #gibrannepotisme #prabowo #gibran,1,0,0,1,in,615249269,1733632670767390824,osei_alfred,https://twitter.com/osei_alfred/status/1733632670767390824,Not Verified,17,negatif,-1,"['#prabowopelanggarham', '#pelanggaranhamberat', '#capresabadi', '#gibranpolitikdinasti', '#gibrannepotisme', '#prabowo', '#gibran']"
