created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,VerifiedStatus,FollowersCount,sentiment_label,sentiment_score,hashtag
2023-12-12 23:59:16+00:00,1734724633331650966,besok gua akan menghitung banner prabowo gibran selama perjalanan pamulang-kampus,1,2,0,0,in,1267077444290277376,1734724633331650966,dstinguishedmun,https://twitter.com/dstinguishedmun/status/1734724633331650966,Not Verified,154,netral,0,[]
2023-12-12 23:59:15+00:00,1734724625689702621,@riyanto442799 @prabowo @gibran_tweet Survei gemoy itu bkn survei kwalitas 🤭😁,0,2,0,0,in,470066039,1734592001893703731,mukhitkd,https://twitter.com/mukhitkd/status/1734724625689702621,Not Verified,935,netral,0,[]
2023-12-12 23:59:09+00:00,1734724601006219556,@griselruiz88 @ganjarpranowo @mohmahfudmd @prabowo @gibran_tweet @skatuu @kopikumantap @RahmatAminuddin Jokowi effect sangat berpengaruh terhadap suara banteng apalagi setelah ditinggalkan,0,0,0,0,in,745687209169326082,1734508382609141982,benoalatawii,https://twitter.com/benoalatawii/status/1734724601006219556,Not Verified,Follower Count Not Found,positif,1,[]
2023-12-12 23:59:07+00:00,1734724595612360885,"@Bambangmulyonoo Jika Jkw skrg tdk ada pengaruh, mana bisa suara Prabowo Gibran bisa hampir menembus 50%?",0,2,0,0,in,1605682465850654721,1734239752399024212,ris_ris_20,https://twitter.com/ris_ris_20/status/1734724595612360885,Not Verified,Follower Count Not Found,negatif,-1,[]
2023-12-12 23:59:00+00:00,1734724563421061536,Ace Hasan Salurkan Bansos Rp. 4 Miliar Untuk Pelaku UMKM di Kabupaten Bandung #airlanggahartarto #kuningkeren #PrabowoGibran #partaigolkar #golkarpedia https://t.co/XtxGN7RI9Z,0,0,49,12,in,721898354502930433,1734724563421061536,golkarpedia,https://twitter.com/golkarpedia/status/1734724563421061536,Not Verified,"2,304",netral,0,"['#airlanggahartarto', '#kuningkeren', '#PrabowoGibran', '#partaigolkar', '#golkarpedia']"
2023-12-12 23:58:13+00:00,1734724367899337130,1. Anies - Muhaimin 2. Prabowo - Gibran 3. Ganjar - Mahfud 4. Manchester - United (El Juru Kunci),0,0,0,0,in,1318573679228248067,1734724367899337130,hiyahiyadi,https://twitter.com/hiyahiyadi/status/1734724367899337130,Not Verified,27,netral,0,[]
2023-12-12 23:57:56+00:00,1734724296789172669,@Fahrihamzah klu petugasnya jokowi gimana bang??? koalisi prabowo gibran kan petugas jokowi semua bang??,0,0,0,0,in,1505431065615552515,1734627417602363600,Dekolainya,https://twitter.com/Dekolainya/status/1734724296789172669,Not Verified,198,negatif,-1,[]
2023-12-12 23:55:55+00:00,1734723790729589152,@asfan_warah @hasmibakhtiar Klo nga mau pilih ya terserah kau... Yg akan pilih prabowo gibran lebih banyak ko,0,1,0,0,in,1587764546881564673,1734571444250538364,payyy1186,https://twitter.com/payyy1186/status/1734723790729589152,Not Verified,Follower Count Not Found,netral,0,[]
2023-12-12 23:55:33+00:00,1734723695728619999,Jangan sampai kita jumawa atas hasil survei terkait keunggulan Prabowo-Gibran.  https://t.co/JPu2pkWeUQ,0,0,0,0,in,3177962862,1734723695728619999,antmegapolitan,https://twitter.com/antmegapolitan/status/1734723695728619999,Not Verified,Follower Count Not Found,netral,0,[]
2023-12-12 23:55:22+00:00,1734723648471335146,Keadilan di mata hukum adalah hak yang harus dipastikan bagi setiap warga negara. Prabowo - Gibran menegakkan hal ini. #MenangSeputaran https://t.co/6PROgO6wVj,0,0,0,0,in,1664449909678907392,1734723648471335146,hanson_jax97023,https://twitter.com/hanson_jax97023/status/1734723648471335146,Not Verified,Follower Count Not Found,positif,1,['#MenangSeputaran']
2023-12-12 23:54:13+00:00,1734723361136312624,@Muhammad_Saewad @aniesbaswedan @cakimiNOW @prabowo @gibran_tweet @ganjarpranowo @mohmahfudmd Anies - Muhaimin presiden dan wakil presiden 2024 - 2029.,0,0,0,0,in,1668630890577268736,1734592794877202609,Budirah78285686,https://twitter.com/Budirah78285686/status/1734723361136312624,Not Verified,Follower Count Not Found,netral,0,[]
2023-12-12 23:54:00+00:00,1734723305486385218,"@golkar_id @DavidVilla321 @gibran_tweet Keren nggak tuh program2nya, terbaik untuk Indonesia ya Prabowo Gibran",0,0,0,0,in,1722457796715970560,1734166003469390094,amber_boyd29413,https://twitter.com/amber_boyd29413/status/1734723305486385218,Not Verified,Follower Count Not Found,positif,1,[]
