created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,VerifiedStatus,FollowersCount,sentiment_label,sentiment_score,hashtag
2023-12-08 23:59:53+00:00,1733275235628241147,@genx36545403 @prabowo @gibran_tweet @jokowi @alextham878 @Alie_Fahnoor @AlmaghribiS @AndreasSolusi @are_inismyname @BANGSAygSUJUD @Bank_Joee_ @bengkeldodo @Chaves1305 @florieliciouss Siapa yg milih diam hasil krjnya gk ada.,0,0,0,0,in,1113316260824014848,1732410908637589794,Muhamma71025680,https://twitter.com/Muhamma71025680/status/1733275235628241147,Not Verified,9,negatif,-1,[]
2023-12-08 23:59:02+00:00,1733275022519849258,@Dennysiregar7 @psi_id @prabowo @gibran_tweet Partai Sampah Indonesia dari mulai muncul memang tidak ada kemaslahatan sama sekali bagi rakyat Indonesia,0,0,0,0,in,1043768505525366790,1732319569996599492,InoyKdc,https://twitter.com/InoyKdc/status/1733275022519849258,Not Verified,Follower Count Not Found,negatif,-1,[]
2023-12-08 23:59:00+00:00,1733275011958428135,"Terpilih Aklamasi, Irpan Resmi Jadi Ketua Golkar Enrekang Gantikan Muslimin Bando #airlanggahartarto #kuningkeren #PrabowoGibran #partaigolkar #golkarpedia  https://t.co/0soDHeRGsC",0,0,44,9,in,721898354502930433,1733275011958428135,golkarpedia,https://twitter.com/golkarpedia/status/1733275011958428135,Not Verified,"2,315",netral,0,"['#airlanggahartarto', '#kuningkeren', '#PrabowoGibran', '#partaigolkar', '#golkarpedia']"
2023-12-08 23:58:07+00:00,1733274792277766561,Artinya memang gak mungkin PEMERINTAHAN CAPRES @prabowo @gibran_tweet mampu memberikan lapangan pekerjaan dan mensejahterakan rakyat Indonesia BEGITULAH CARA2 PENIPU DAN KETURUNAN PENGKHIANAT MENCARI PERHATIAN RAKYAT DUNGU UNTUK MENDUKUNGNYA! #OtakDungu https://t.co/c4LNdcsXot https://t.co/uJSqIPCHwf,0,0,0,0,in,1328156053733666817,1733274792277766561,DatooOnie,https://twitter.com/DatooOnie/status/1733274792277766561,Not Verified,87,negatif,-1,['#OtakDungu']
2023-12-08 23:56:29+00:00,1733274379252031649,"situasi di Palestina ujar Prabowo-Gibran. Mari kita bersama-sama berjuang untuk keadilan dan perdamaian di dunia ini! 🇮 🇩 ✊ 🏼""",0,0,0,0,in,1675091114205024256,1733274379252031649,jamiluddin_remi,https://twitter.com/jamiluddin_remi/status/1733274379252031649,Not Verified,38,positif,1,[]
2023-12-08 23:55:28+00:00,1733274124733358526,"Penyerahan Piala Turnamen Sepakbola 17 Tahun Ke Atas Pria &amp  Wanita Di Paranginan Jgn Lupa Pilihan Nomor 2 DR.JS Simatupang,https://t.co/ff1HimS22F.CRGP.Bersama Team RAPS 08 Bersinergi Dgn Warga Secara Langsung Kita Menangkan Prabowo Gibran Tgl 14 Februari 2024 Hormat Saudaraku https://t.co/AuBA8fRlcr",0,0,0,1,in,1685057188598071296,1733274124733358526,HeppyTampu5387,https://twitter.com/HeppyTampu5387/status/1733274124733358526,Not Verified,2,netral,0,[]
2023-12-08 23:54:12+00:00,1733273804447809829,"Survei New Indonesia: Prabowo-Gibran Tembus 50,5%, Pilpres 2024 Diprediksi Satu Putaran https://t.co/uYHNQROai7 #Pemilu",67,724,137,562,in,47596019,1733273804447809829,liputan6dotcom,https://twitter.com/liputan6dotcom/status/1733273804447809829,Not Verified,4.6M,netral,0,['#Pemilu']
2023-12-08 23:53:38+00:00,1733273664471413225,"@TeddGus @prabowo @gibran_tweet Silahkan buktikan saja omongan anda memposting debat publik Gibran yg pernah dilakukam, yg membuat org2 terkagum2 dg kecerdasannya dlm debat tersebut...",0,0,0,0,in,2452934767,1732578942476062853,AbdHadiwijaya,https://twitter.com/AbdHadiwijaya/status/1733273664471413225,Not Verified,Follower Count Not Found,netral,0,[]
2023-12-08 23:51:13+00:00,1733273054279807376,@TeddGus @prabowo @gibran_tweet Ngemeng opo bos,0,0,0,0,in,774200799224147968,1732578942476062853,cik_farul,https://twitter.com/cik_farul/status/1733273054279807376,Not Verified,17,netral,0,[]
2023-12-08 23:47:22+00:00,1733272083684352441,"Dikunjungi Prabowo-Gibran, Abuya Muhtadi Cidahu Konsisten Dukung Ganjar Mahfud  ikuti Kabar6 : https://t.co/F5xWbLi1kX  https://t.co/z5vfqrc479",0,0,0,0,in,849250108247990274,1733272083684352441,kabar6com,https://twitter.com/kabar6com/status/1733272083684352441,Not Verified,783,netral,0,[]
2023-12-08 23:45:18+00:00,1733271567176700173,@GunRomli Tanda² kalah itu utk @prabowo @gibran_tweet,0,0,0,0,in,125911074,1732911182074528128,pitersim,https://twitter.com/pitersim/status/1733271567176700173,Not Verified,Follower Count Not Found,netral,0,[]
2023-12-08 23:43:17+00:00,1733271058978128065,@TeddGus @prabowo @gibran_tweet Kwalitas ngga bisa didapatkan secara instant..... Sekalipun ada karpet merah....proses sangat penting........Semua serba dipaksakan.... Ini pemimpin negara lho kok dipakai main2  Calon pemimpin negara ngasih masukkan aja salah asam folat jadi asam sulfat......berbahaya sekali,0,0,0,1,in,1589962057415159808,1732578942476062853,HermawanKamarga,https://twitter.com/HermawanKamarga/status/1733271058978128065,Not Verified,Follower Count Not Found,negatif,-1,[]
